"countryOnly","country","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","outliersOut","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","yearOnly","region","countryDes","incomeLevel"
"Chile","Chile2010",70,0.388554958069302,0.358691236357356,0.226679049132675,0.245665988959309,-0.10842231515377,-0.054117929837377,2.29537165221692,70,0.388554958069302,0.358691236357356,0.226679049132675,0.245665988959309,-0.10842231515377,-0.054117929837377,2.29537165221692,-70,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",130,0.422774256900958,0.375,0.213646478752697,0.3,-0.0328309648419797,0.0148859357130841,0.297677236337172,130,0.422774256900958,0.375,0.213646478752697,0.3,-0.0328309648419797,0.0148859357130841,0.297677236337172,-129,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",93,0.353328071412098,0.201427293857273,0.2298499852712,0.35,-0.119469618952351,-0.07293462654261,6.69963050500113,93,0.353328071412098,0.201427293857273,0.2298499852712,0.35,-0.119469618952351,-0.07293462654261,6.69963050500113,-93,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Costarica","Costarica2010",13,0.390929621547528,0.350624723999985,0.127307626268242,0.133333333333334,0.031461892564315,0.0259848445347863,0.316652386040018,13,0.390929621547528,0.350624723999985,0.127307626268242,0.133333333333334,0.031461892564315,0.0259848445347863,0.316652386040018,-13,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Costa Rica","Upper middle income"
"Cotedivoire","Cotedivoire2009",10,0.231932315800623,0.200456527782494,0.171322577779457,0.209615384615385,-0.136668549236273,-0.163973530129023,0.747703704345971,10,0.231932315800623,0.200456527782494,0.171322577779457,0.209615384615385,-0.136668549236273,-0.163973530129023,0.747703704345971,-4,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Sub-Saharan Africa","Cote d'Ivoire","Lower middle income"
"Dominica","Dominica2010",5,0.482831191397655,0.456035745314633,0.0817912570341367,0.158333333333333,0.0431984054173455,0.0484733082343856,0.428571428571429,5,0.482831191397655,0.456035745314633,0.0817912570341367,0.158333333333333,0.0431984054173455,0.0484733082343856,0.428571428571429,-5,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominica","Upper middle income"
"Dominicanrepublic","Dominicanrepublic2010",12,0.401517457636325,0.3848231332143,0.140232972743299,0.107834572014352,-0.00608295431602846,0.0189440086796822,0.288888886874512,12,0.401517457636325,0.3848231332143,0.140232972743299,0.107834572014352,-0.00608295431602846,0.0189440086796822,0.288888886874512,-11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Dominican Republic","Upper middle income"
"Drc","Drc2013",15,0.254752958963908,0.261338728429001,0.113094696812753,0.092181467181467,0.0181556175172022,0.0128911065496041,0.075,15,0.254752958963908,0.261338728429001,0.113094696812753,0.092181467181467,0.0181556175172022,0.0128911065496041,0.075,-14,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Ecuador","Ecuador2010",12,0.496389997457021,0.53129911757971,0.235296188630122,0.094345,-0.00201146940910898,-0.0370945523870259,0.275126582566381,12,0.496389997457021,0.53129911757971,0.235296188630122,0.094345,-0.00201146940910898,-0.0370945523870259,0.275126582566381,-11,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Ecuador","Upper middle income"
"Egypt","Egypt2013",117,0.308391113483273,0.32547163955959,0.215128453344129,0.357142857142857,0.0276399273453274,-0.0353635081848382,0.562632686771849,117,0.308391113483273,0.32547163955959,0.215128453344129,0.357142857142857,0.0276399273453274,-0.0353635081848382,0.562632686771849,-94,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Elsalvador","Elsalvador2010",12,0.391938414409751,0.366729948157726,0.302437620731447,0.66549012345679,0.0248708364313744,0.00934134633212891,1.00193928753777,12,0.391938414409751,0.366729948157726,0.302437620731447,0.66549012345679,0.0248708364313744,0.00934134633212891,1.00193928753777,-12,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","El Salvador","Lower middle income"
"Ethiopia","Ethiopia2011",9,0.440000554907899,0.47355,0.202929651504904,0.359151948278738,0.00979126794350031,0.0111061708770865,0.687555555555556,9,0.440000554907899,0.47355,0.202929651504904,0.359151948278738,0.00979126794350031,0.0111061708770865,0.687555555555556,-7,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Sub-Saharan Africa","Ethiopia","Low income"
"Georgia","Georgia2013",4,0.787598893618543,0.797544999164742,0.214802043085843,0.25,0.175982950770865,0.184155370177268,0.0699873264413172,4,0.787598893618543,0.797544999164742,0.214802043085843,0.25,0.175982950770865,0.184155370177268,0.0699873264413172,-3,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Georgia","Lower middle income"
"Ghana","Ghana2013",19,0.294929469942254,0.269678882292162,0.24601652570917,0.44,-0.0800359772034598,0.0254156631397141,0.234032933638911,19,0.294929469942254,0.269678882292162,0.24601652570917,0.44,-0.0800359772034598,0.0254156631397141,0.234032933638911,-19,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"Guatemala","Guatemala2010",11,0.55975941359057,0.392749971361141,0.712852574936684,0.350000000821111,-0.15329429509768,-0.229966121445455,13.3229767450657,11,0.55975941359057,0.392749971361141,0.712852574936684,0.350000000821111,-0.15329429509768,-0.229966121445455,13.3229767450657,-10,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Guatemala","Lower middle income"
"Honduras","Honduras2010",5,0.250316207558227,0.25,0.0655832945595259,0,-0.00158525961902823,-0.0271888162672476,1,5,0.250316207558227,0.25,0.0655832945595259,0,-0.00158525961902823,-0.0271888162672476,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Honduras","Lower middle income"
"India","India2014",524,0.560342346598934,0.6,0.164856814868477,0.192982456140351,0.054775387908035,0.00531829189798576,0.522342030077324,524,0.560342346598934,0.6,0.164856814868477,0.192982456140351,0.054775387908035,0.00531829189798576,0.522342030077324,-521,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",101,0.404935129507129,0.340939361689343,0.275181545306565,0.290625,-0.318066044917488,-0.131765508773178,0.668164621240287,101,0.404935129507129,0.340939361689343,0.275181545306565,0.290625,-0.318066044917488,-0.131765508773178,0.668164621240287,-99,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",34,0.203928008687263,0.164085354292594,0.175952089487097,0.236974789915966,0.050580564082643,0.0397292560516789,2.89732781595875,34,0.203928008687263,0.164085354292594,0.175952089487097,0.236974789915966,0.050580564082643,0.0397292560516789,2.89732781595875,-34,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",8,0.387244174443058,0.411517270340702,0.180505573705285,0.288888888888889,-0.0211122005574011,0.040842643345641,2.65625767171019,8,0.387244174443058,0.411517270340702,0.180505573705285,0.288888888888889,-0.0211122005574011,0.040842643345641,2.65625767171019,-7,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Israel","High income"
"Jordan","Jordan2013",35,0.343331000557995,0.309888219309953,0.251677525643705,0.4,-0.14275483402306,-0.0653063562693449,1.29051947769669,35,0.343331000557995,0.309888219309953,0.251677525643705,0.4,-0.14275483402306,-0.0653063562693449,1.29051947769669,-35,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Jordan","Upper middle income"
"Kenya","Kenya2013",24,0.336993114674774,0.34692940950399,0.212571383615693,0.283333333333333,-0.130773193509524,-0.146118565494055,0.944959706850883,24,0.336993114674774,0.34692940950399,0.212571383615693,0.283333333333333,-0.130773193509524,-0.146118565494055,0.944959706850883,-23,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Lebanon","Lebanon2013",3,0.39146584615872,0.409296439674331,0.202496946306545,0,-0.0540654701595013,0.0240127811924422,2.07834943428136,3,0.39146584615872,0.409296439674331,0.202496946306545,0,-0.0540654701595013,0.0240127811924422,2.07834943428136,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Lebanon","Upper middle income"
"Madagascar","Madagascar2013",14,0.754336164775734,0.56377080385251,0.822855891240129,0.553146853146853,0.644070248535286,0.274429909505834,0.0638109305603925,14,0.754336164775734,0.56377080385251,0.822855891240129,0.553146853146853,0.644070248535286,0.274429909505834,0.0638109305603925,-14,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Mexico","Mexico2010",133,0.394964364151163,0.429728130410418,0.225951497821571,0.348402948402949,-0.0620482857231007,-0.0420565483779887,0.735597664338529,133,0.394964364151163,0.429728130410418,0.225951497821571,0.348402948402949,-0.0620482857231007,-0.0420565483779887,0.735597664338529,-124,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Myanmar","Myanmar2014",8,0.444597853012069,0.5,0.294212066283401,0.125,0.106557268467718,0.100968226495996,0.779801421695242,8,0.444597853012069,0.5,0.294212066283401,0.125,0.106557268467718,0.100968226495996,0.779801421695242,-6,NA,NA,NA,NA,NA,NA,NA,NA,"2014","East Asia and Pacific","Myanmar","Lower middle income"
"Nepal","Nepal2013",10,0.61436131131947,0.583011750935972,0.173835047015571,0.25,-0.103329021199911,-0.0846400812672679,0.889603262468628,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nicaragua","Nicaragua2010",9,0.480883006558034,0.514060616957108,0.210436242980212,0.351501937984496,0.00450198785988065,0.0284118056368131,0.913631764362701,9,0.480883006558034,0.514060616957108,0.210436242980212,0.351501937984496,0.00450198785988065,0.0284118056368131,0.913631764362701,-9,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Nicaragua","Lower middle income"
"Nigeria","Nigeria2014",6,0.163007429424393,0.178850096363276,0.0918208205599024,0.0481029810298103,-0.0203266597309013,0.0415732737681403,0.914986165235962,6,0.163007429424393,0.178850096363276,0.0918208205599024,0.0481029810298103,-0.0203266597309013,0.0415732737681403,0.914986165235962,2,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Pakistan","Pakistan2013",27,0.422434344278458,0.429518365903946,0.392721068057013,0.4,-0.123834906360288,-0.128002769624453,0.232533908308137,27,0.422434344278458,0.429518365903946,0.392721068057013,0.4,-0.123834906360288,-0.128002769624453,0.232533908308137,-26,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Paraguay","Paraguay2010",15,0.355987128426864,0.348978246324685,0.162213025355657,0.143540228957292,0.0710832668699781,0.0359041830264145,0.269932013696423,15,0.355987128426864,0.348978246324685,0.162213025355657,0.143540228957292,0.0710832668699781,0.0359041830264145,0.269932013696423,-15,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Paraguay","Upper middle income"
"Peru","Peru2010",89,0.462089333607189,0.453456341919041,0.212896968697509,0.342682047584715,-0.0282507429517171,-0.0221814188182555,2.24314647988335,89,0.462089333607189,0.453456341919041,0.212896968697509,0.342682047584715,-0.0282507429517171,-0.0221814188182555,2.24314647988335,-89,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",100,0.467331938892152,0.5,0.276802040504601,0.376093294460641,-0.170943373329192,-0.0865576984491059,0.561200085898229,100,0.467331938892152,0.5,0.276802040504601,0.376093294460641,-0.170943373329192,-0.0865576984491059,0.561200085898229,-98,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",38,0.42491355605144,0.347001444067402,0.21250037947602,0.216050955414013,0.124981132258242,0.173895911644456,1.28727726945785,38,0.42491355605144,0.347001444067402,0.21250037947602,0.216050955414013,0.124981132258242,0.173895911644456,1.28727726945785,-16,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Senegal","Senegal2014",8,0.329469319826032,0.320549090631949,0.293955442290568,0.262183020948181,0.159771347864948,0.170862967253922,0.414718593726737,8,0.329469319826032,0.320549090631949,0.293955442290568,0.262183020948181,0.159771347864948,0.170862967253922,0.414718593726737,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Senegal","Lower middle income"
"Serbia","Serbia2013",NA,NA,NA,NA,NA,NA,NA,NA,4,0.245440026634067,0.242657612172187,0.0979602647932385,0.119047619047619,0.0244073063870292,0.102914978047957,0.908615204341345,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"SriLanka","SriLanka2011",4,0.539568623179973,0.617883655758266,0.212704663603824,0.401282051282051,-0.126001817570601,-0.0806923076923077,2.2242791447124,4,0.539568623179973,0.617883655758266,0.212704663603824,0.401282051282051,-0.126001817570601,-0.0806923076923077,2.2242791447124,-2,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Stlucia","Stlucia2010",8,0.494223914224527,0.515611061299849,0.117668898027406,0.0854160206718347,0.00852492728578576,0.00718041299764089,1.99152531745298,8,0.494223914224527,0.515611061299849,0.117668898027406,0.0854160206718347,0.00852492728578576,0.00718041299764089,1.99152531745298,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","St. Lucia","Upper middle income"
"Sweden","Sweden2014",NA,NA,NA,NA,NA,NA,NA,NA,6,0.377874794313241,0.363997532410205,0.292183353245047,0.385470085470085,0.210542820478658,0.203728496734481,0.233615825576669,0,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Europe and Central Asia","Sweden","High income"
"Trinidadandtobago","Trinidadandtobago2010",10,0.390873930380982,0.4,0.0795795267482879,0.0165,0.0220312226382871,0.0151537632488994,0.684480405878259,10,0.390873930380982,0.4,0.0795795267482879,0.0165,0.0220312226382871,0.0151537632488994,0.684480405878259,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Trinidad and Tobago","High income"
"Tunisia","Tunisia2013",9,0.527750605386723,0.570574290401316,0.26019620487545,0.101960784313726,0.153678132622764,0.152810772586602,0.0868558780920132,9,0.527750605386723,0.570574290401316,0.26019620487545,0.101960784313726,0.153678132622764,0.152810772586602,0.0868558780920132,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Tunisia","Upper middle income"
"Turkey","Turkey2013",49,0.381429993487324,0.485229828101807,0.279167125816354,0.479689528071752,-0.160648031640813,-0.111623268522691,0.347355445708158,49,0.381429993487324,0.485229828101807,0.279167125816354,0.479689528071752,-0.160648031640813,-0.111623268522691,0.347355445708158,-48,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Turkey","Upper middle income"
"Uruguay","Uruguay2010",18,0.606275012830459,0.651396575441371,0.150612076922508,0.151785714285714,-0.0800033621166274,-0.00926501577528805,0.644304373442745,18,0.606275012830459,0.651396575441371,0.150612076922508,0.151785714285714,-0.0800033621166274,-0.00926501577528805,0.644304373442745,-8,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Uruguay","High income"
"Uzbekistan","Uzbekistan2013",2,0.527349090926927,0.527349090926927,0.117851130197758,0,0.0758469919597509,0.0653781157583439,0.265020630259387,2,0.527349090926927,0.527349090926927,0.117851130197758,0,0.0758469919597509,0.0653781157583439,0.265020630259387,2,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Uzbekistan","Lower middle income"
"Vietnam","Vietnam2009",19,0.513227264041053,0.593996707226832,0.275852217404917,0.333333333333333,0.0373600745220229,0.0288657200485193,0.216162523687782,19,0.513227264041053,0.593996707226832,0.275852217404917,0.333333333333333,0.0373600745220229,0.0288657200485193,0.216162523687782,-19,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Vietnam","Lower middle income"
"West Bank And Gaza","West Bank And Gaza2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0.558787783981131,0.536487487003539,0.0877234401146781,0.166666666666667,-0.0353049217306794,-0.160969411461267,0.730943401969835,"2013","Middle East and North Africa","West Bank and Gaza","Lower middle income"
"Zambia","Zambia2013",18,0.205613239838242,0.165061806043784,0.11507218279151,0.172826086956522,0.0521140039869479,0.0590228146347431,0.784376399748021,18,0.205613239838242,0.165061806043784,0.11507218279151,0.172826086956522,0.0521140039869479,0.0590228146347431,0.784376399748021,-18,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Zambia","Lower middle income"
